student_id,name,age,gender,education_level,cgpa,previous_internships,location_type,family_income,digital_literacy,skills,preferred_sector,preferred_location
614,Student_614,18,Male,Undergraduate,5.93,2,Rural,2-5 Lakh,Basic,"Excel, MS Office, Communication, Customer Service",IT,Mumbai
615,Student_615,23,Male,Diploma,8.67,1,Rural,<2 Lakh,Basic,"Local Language, Marketing, Research",Manufacturing,Rural
616,Student_616,24,Female,High School,6.89,2,Rural,>8 Lakh,Basic,"Teaching, Biology, Local Language, Team Work",Environment,Hyderabad
617,Student_617,18,Other,Diploma,7.62,0,Urban,>8 Lakh,Basic,"Leadership, MS Office, Excel, Project Management, Local Language",Marketing,Any
618,Student_618,20,Female,Diploma,6.52,0,Urban,<2 Lakh,Intermediate,"Leadership, Sales, Research, English",Finance,Rural
619,Student_619,23,Female,Undergraduate,5.02,0,Rural,2-5 Lakh,Basic,"Field Work, Local Language",Manufacturing,Rural
620,Student_620,22,Female,Diploma,7.52,1,Urban,2-5 Lakh,Advanced,"Marketing, Leadership, Team Work, Field Work",Environment,Delhi
621,Student_621,19,Male,Undergraduate,4.91,0,Rural,2-5 Lakh,Basic,"Excel, Research, Customer Service",Healthcare,Chennai
622,Student_622,19,Male,Postgraduate,7.12,0,Urban,<2 Lakh,Basic,"Marketing, English, Mathematics",Healthcare,Mumbai
623,Student_623,20,Female,Undergraduate,5.56,1,Semi-Urban,2-5 Lakh,Basic,"MS Office, Leadership, Local Language, Field Work",IT,Any
624,Student_624,21,Female,Postgraduate,9.58,2,Rural,>8 Lakh,Basic,"Biology, Local Language, Agriculture",Finance,Mumbai
625,Student_625,21,Male,Diploma,8.29,0,Urban,2-5 Lakh,Intermediate,"Excel, English, Local Language, Design, Agriculture",Government,Mumbai
626,Student_626,20,Female,Postgraduate,7.33,0,Urban,<2 Lakh,Basic,"Sales, Python",Healthcare,Chennai
627,Student_627,21,Male,High School,8.72,0,Rural,2-5 Lakh,Advanced,"Sales, Research, Problem Solving, Data Analysis",Education,Mumbai
628,Student_628,22,Female,Undergraduate,6.18,0,Semi-Urban,2-5 Lakh,Advanced,"MS Office, Chemistry",Media,Mumbai
629,Student_629,18,Male,Undergraduate,7.85,0,Urban,5-8 Lakh,Intermediate,"Healthcare, Data Analysis, Social Media, Leadership, Excel",Finance,Hyderabad
630,Student_630,20,Male,Diploma,7.44,1,Urban,2-5 Lakh,Intermediate,"Research, Mathematics",NGO,Delhi
631,Student_631,22,Female,Undergraduate,7.52,1,Semi-Urban,<2 Lakh,Intermediate,"Communication, Agriculture",Environment,Delhi
632,Student_632,23,Male,Undergraduate,8.73,1,Rural,<2 Lakh,Basic,"Chemistry, Customer Service, Biology",Government,Bangalore
633,Student_633,21,Female,High School,8.08,0,Urban,5-8 Lakh,Intermediate,"Agriculture, Java, Local Language",IT,Rural
634,Student_634,21,Female,Diploma,7.55,2,Rural,<2 Lakh,Basic,"MS Office, Chemistry",IT,Hyderabad
635,Student_635,19,Female,Undergraduate,5.21,0,Urban,5-8 Lakh,Basic,"Team Work, Leadership, Marketing",Agriculture,Chennai
636,Student_636,20,Male,Undergraduate,6.05,1,Rural,<2 Lakh,Intermediate,"Leadership, Problem Solving, Field Work",Healthcare,Hyderabad
637,Student_637,21,Male,Postgraduate,7.05,2,Urban,2-5 Lakh,Intermediate,"Chemistry, Team Work",Manufacturing,Bangalore
638,Student_638,19,Male,Undergraduate,7.31,0,Semi-Urban,2-5 Lakh,Advanced,"Mathematics, Problem Solving, Biology",Education,Any
639,Student_639,20,Other,Postgraduate,5.84,0,Rural,>8 Lakh,Basic,"Finance, Java, Design, Sales",Government,Delhi
640,Student_640,20,Female,Undergraduate,10.0,2,Rural,>8 Lakh,Intermediate,"Local Language, Biology, Social Media, Finance",Healthcare,Pune
641,Student_641,18,Female,Diploma,9.02,0,Rural,<2 Lakh,Basic,"Team Work, Research, Chemistry, Biology",Finance,Any
642,Student_642,20,Female,High School,7.92,1,Semi-Urban,2-5 Lakh,Basic,"Mathematics, Finance, Social Media, Customer Service",Manufacturing,Rural
643,Student_643,19,Female,Undergraduate,7.29,0,Semi-Urban,<2 Lakh,Basic,"Social Media, Research, Mathematics",Healthcare,Mumbai
644,Student_644,20,Female,Undergraduate,6.95,1,Rural,2-5 Lakh,Intermediate,"Mathematics, Healthcare",Healthcare,Mumbai
645,Student_645,19,Male,High School,6.06,0,Rural,2-5 Lakh,Basic,"Data Analysis, Sales, Local Language",Healthcare,Rural
646,Student_646,23,Female,Diploma,7.29,0,Rural,>8 Lakh,Intermediate,"Project Management, Finance, Chemistry, Research",Agriculture,Delhi
647,Student_647,21,Male,Postgraduate,7.51,1,Rural,>8 Lakh,Intermediate,"Chemistry, Marketing, Agriculture, Design, Problem Solving",Agriculture,Rural
648,Student_648,22,Female,Undergraduate,5.71,0,Urban,2-5 Lakh,Intermediate,"Data Analysis, Mathematics, Team Work",Marketing,Rural
649,Student_649,22,Female,Undergraduate,7.6,0,Rural,2-5 Lakh,Intermediate,"Leadership, Teaching",Education,Rural
650,Student_650,21,Female,Undergraduate,7.01,0,Urban,5-8 Lakh,Intermediate,"Java, English",Manufacturing,Delhi
651,Student_651,18,Male,Diploma,4.91,0,Semi-Urban,5-8 Lakh,Intermediate,"Healthcare, Sales, Customer Service",Education,Rural
652,Student_652,21,Male,Diploma,6.17,0,Urban,<2 Lakh,Intermediate,"Communication, Field Work, Agriculture",Environment,Pune
653,Student_653,21,Male,Diploma,6.7,0,Semi-Urban,2-5 Lakh,Basic,"Communication, Research",Environment,Rural
654,Student_654,22,Male,High School,9.47,2,Rural,2-5 Lakh,Advanced,"Excel, Chemistry, Problem Solving, Teaching, Finance",Education,Delhi
655,Student_655,20,Male,Undergraduate,7.87,0,Rural,<2 Lakh,Intermediate,"Agriculture, Leadership, Design",Healthcare,Delhi
656,Student_656,19,Female,Undergraduate,5.6,1,Rural,<2 Lakh,Basic,"Excel, Social Media, Finance, Sales, Python",NGO,Bangalore
657,Student_657,20,Female,Undergraduate,7.78,0,Urban,<2 Lakh,Basic,"Design, Java, Marketing, Agriculture",Media,Delhi
658,Student_658,20,Male,Postgraduate,5.34,0,Urban,2-5 Lakh,Intermediate,"Sales, Social Media, Marketing, Excel",IT,Hyderabad
659,Student_659,21,Male,Diploma,8.5,2,Urban,<2 Lakh,Basic,"Sales, Social Media, Python, MS Office",Media,Any
660,Student_660,21,Male,Undergraduate,6.63,0,Rural,<2 Lakh,Advanced,"Communication, Field Work, English, MS Office",Environment,Bangalore
661,Student_661,20,Female,Undergraduate,7.09,3,Urban,<2 Lakh,Basic,"Mathematics, Leadership, Java, Research",Education,Rural
662,Student_662,25,Male,Postgraduate,8.79,0,Rural,5-8 Lakh,Intermediate,"Healthcare, Field Work, Leadership, Chemistry",Government,Delhi
663,Student_663,21,Female,Diploma,5.66,1,Urban,5-8 Lakh,Basic,"Field Work, Healthcare, Finance",Agriculture,Mumbai
664,Student_664,19,Male,Undergraduate,5.52,1,Urban,2-5 Lakh,Intermediate,"Team Work, Python, Excel, Teaching, Data Analysis",Finance,Delhi
665,Student_665,19,Other,Undergraduate,6.5,2,Urban,2-5 Lakh,Advanced,"Leadership, Customer Service, Biology, Team Work",Environment,Bangalore
666,Student_666,19,Female,Diploma,8.45,1,Semi-Urban,>8 Lakh,Intermediate,"Agriculture, Design, Communication, Chemistry",Education,Any
667,Student_667,19,Male,High School,5.38,1,Rural,<2 Lakh,Intermediate,"Research, Social Media, Communication, Java, Design",Manufacturing,Delhi
668,Student_668,19,Female,Undergraduate,4.0,0,Urban,<2 Lakh,Basic,"English, Mathematics",Media,Pune
669,Student_669,19,Male,Undergraduate,6.66,0,Rural,<2 Lakh,Basic,"Team Work, Finance",Environment,Chennai
670,Student_670,20,Female,Diploma,7.86,2,Urban,<2 Lakh,Basic,"Excel, Communication, Healthcare",Government,Any
671,Student_671,19,Male,Undergraduate,8.64,0,Semi-Urban,2-5 Lakh,Intermediate,"Team Work, Customer Service, Python",Finance,Delhi
672,Student_672,23,Female,Diploma,6.64,0,Rural,>8 Lakh,Basic,"English, Agriculture, Project Management, Social Media",Healthcare,Mumbai
673,Student_673,18,Female,Undergraduate,6.71,2,Urban,2-5 Lakh,Basic,"Field Work, Leadership, Research",Healthcare,Delhi
674,Student_674,21,Female,Diploma,8.58,0,Rural,2-5 Lakh,Intermediate,"Design, Python, Team Work",Education,Chennai
675,Student_675,20,Female,Postgraduate,4.96,3,Urban,>8 Lakh,Intermediate,"Sales, Social Media, Project Management",Healthcare,Mumbai
676,Student_676,25,Male,Diploma,6.73,1,Semi-Urban,<2 Lakh,Intermediate,"Design, Problem Solving",Media,Rural
677,Student_677,19,Male,Diploma,7.43,1,Urban,<2 Lakh,Basic,"Local Language, Excel, Agriculture, Sales",Manufacturing,Pune
678,Student_678,20,Male,High School,7.74,2,Rural,2-5 Lakh,Basic,"Excel, Agriculture, Customer Service, Mathematics",Agriculture,Pune
679,Student_679,25,Male,High School,6.59,0,Urban,2-5 Lakh,Advanced,"Agriculture, Customer Service",Manufacturing,Hyderabad
680,Student_680,23,Female,Undergraduate,7.24,0,Rural,<2 Lakh,Basic,"Python, Marketing, Healthcare",Agriculture,Delhi
681,Student_681,23,Male,Diploma,4.21,1,Rural,2-5 Lakh,Advanced,"Java, English, Marketing",Education,Chennai
682,Student_682,20,Female,Undergraduate,6.41,0,Rural,2-5 Lakh,Advanced,"Sales, Teaching",Finance,Any
683,Student_683,19,Female,High School,7.74,1,Rural,5-8 Lakh,Intermediate,"Biology, Python",Marketing,Rural
684,Student_684,22,Female,Diploma,6.02,2,Semi-Urban,2-5 Lakh,Basic,"Sales, Mathematics, Excel, Social Media, Biology",Environment,Any
685,Student_685,24,Male,Diploma,7.27,1,Urban,2-5 Lakh,Intermediate,"Local Language, English, Communication",Healthcare,Rural
686,Student_686,21,Female,High School,7.74,0,Urban,<2 Lakh,Intermediate,"Chemistry, Project Management",Finance,Delhi
687,Student_687,21,Female,High School,6.79,3,Urban,2-5 Lakh,Intermediate,"Biology, Chemistry",NGO,Mumbai
688,Student_688,20,Male,Undergraduate,7.4,1,Semi-Urban,<2 Lakh,Basic,"MS Office, Leadership, Java, Sales",Media,Delhi
689,Student_689,22,Female,Undergraduate,6.04,1,Urban,>8 Lakh,Basic,"Customer Service, MS Office, English, Problem Solving",Media,Bangalore
690,Student_690,19,Female,Undergraduate,6.95,0,Rural,2-5 Lakh,Basic,"Chemistry, Local Language, Finance, Field Work",Media,Delhi
691,Student_691,20,Male,Undergraduate,7.93,2,Rural,2-5 Lakh,Intermediate,"Healthcare, English",Marketing,Chennai
692,Student_692,20,Male,Undergraduate,7.39,1,Urban,5-8 Lakh,Intermediate,"Problem Solving, Mathematics, Leadership, Excel, Field Work",IT,Pune
693,Student_693,21,Male,High School,6.5,2,Urban,2-5 Lakh,Basic,"Chemistry, Finance, Java",Environment,Rural
694,Student_694,19,Male,Undergraduate,7.47,2,Urban,2-5 Lakh,Intermediate,"Research, Data Analysis, Java",Marketing,Rural
695,Student_695,19,Male,Postgraduate,8.06,0,Urban,5-8 Lakh,Basic,"Mathematics, Data Analysis, Java",Finance,Any
696,Student_696,21,Male,Undergraduate,4.74,1,Urban,5-8 Lakh,Intermediate,"MS Office, Research, Agriculture",NGO,Delhi
697,Student_697,20,Male,Undergraduate,8.59,2,Urban,5-8 Lakh,Advanced,"Marketing, Customer Service, Healthcare, Teaching, Java",Media,Delhi
698,Student_698,21,Male,Diploma,6.8,0,Semi-Urban,<2 Lakh,Basic,"Chemistry, English, Data Analysis, Research, Sales",NGO,Pune
699,Student_699,19,Female,Undergraduate,7.71,2,Semi-Urban,2-5 Lakh,Basic,"Chemistry, Java, English",Finance,Mumbai
700,Student_700,21,Female,Undergraduate,8.64,2,Urban,5-8 Lakh,Basic,"MS Office, Teaching, Communication, Mathematics, Sales",Manufacturing,Mumbai
701,Student_701,21,Female,Undergraduate,5.55,1,Urban,<2 Lakh,Intermediate,"Design, Marketing, Biology, Finance",Marketing,Bangalore
702,Student_702,18,Male,Postgraduate,6.35,1,Urban,<2 Lakh,Intermediate,"Marketing, MS Office, Problem Solving, Healthcare, Field Work",Environment,Mumbai
703,Student_703,20,Male,High School,6.85,2,Rural,5-8 Lakh,Advanced,"Healthcare, Sales",IT,Chennai
704,Student_704,19,Male,High School,6.26,2,Semi-Urban,<2 Lakh,Basic,"Mathematics, Agriculture, Teaching",Finance,Chennai
705,Student_705,18,Male,Undergraduate,9.28,0,Urban,5-8 Lakh,Advanced,"Mathematics, Excel, Biology",Government,Chennai
706,Student_706,25,Male,Undergraduate,6.17,0,Urban,2-5 Lakh,Basic,"Design, Excel, Team Work, Problem Solving",Manufacturing,Pune
707,Student_707,20,Female,High School,6.53,1,Rural,2-5 Lakh,Intermediate,"Customer Service, Research",Healthcare,Bangalore
708,Student_708,23,Male,Diploma,7.45,1,Rural,<2 Lakh,Basic,"MS Office, Communication, Excel",Finance,Mumbai
709,Student_709,20,Female,High School,5.76,1,Urban,5-8 Lakh,Advanced,"MS Office, Local Language, Research",Government,Mumbai
710,Student_710,22,Female,Diploma,6.73,1,Rural,2-5 Lakh,Intermediate,"Research, Finance, Team Work",Environment,Bangalore
711,Student_711,22,Male,Undergraduate,7.58,0,Urban,2-5 Lakh,Intermediate,"Field Work, Design, Problem Solving, Finance",Media,Rural
712,Student_712,21,Male,Undergraduate,6.8,1,Urban,5-8 Lakh,Intermediate,"Sales, Finance, Java, Biology, Team Work",Healthcare,Rural
713,Student_713,21,Female,Diploma,7.09,0,Rural,5-8 Lakh,Basic,"Design, Teaching, English, Mathematics",NGO,Pune
714,Student_714,20,Male,Diploma,6.56,1,Semi-Urban,>8 Lakh,Basic,"Java, Excel, Local Language, English, Marketing",IT,Mumbai
715,Student_715,20,Male,High School,5.38,1,Urban,2-5 Lakh,Advanced,"Sales, Agriculture, Mathematics",Agriculture,Hyderabad
716,Student_716,24,Other,Diploma,7.59,0,Semi-Urban,2-5 Lakh,Basic,"Biology, Local Language, Problem Solving",Agriculture,Hyderabad
717,Student_717,23,Male,Undergraduate,9.31,0,Urban,>8 Lakh,Basic,"Python, Leadership, Team Work",Education,Chennai
718,Student_718,25,Female,Postgraduate,7.22,1,Rural,2-5 Lakh,Intermediate,"Local Language, Mathematics",Manufacturing,Hyderabad
719,Student_719,19,Other,Undergraduate,7.47,1,Rural,<2 Lakh,Intermediate,"Finance, Java, Leadership",Media,Chennai
720,Student_720,22,Male,High School,8.03,0,Semi-Urban,<2 Lakh,Basic,"Excel, Social Media, Chemistry, English",Manufacturing,Hyderabad
721,Student_721,24,Male,Postgraduate,5.68,3,Semi-Urban,5-8 Lakh,Basic,"Sales, Marketing, Project Management",Agriculture,Rural
722,Student_722,19,Male,Undergraduate,9.24,1,Urban,2-5 Lakh,Basic,"Java, Team Work, Leadership, Local Language",NGO,Delhi
723,Student_723,18,Male,Undergraduate,7.44,3,Semi-Urban,5-8 Lakh,Intermediate,"Finance, Sales, Chemistry",Environment,Rural
724,Student_724,22,Male,Undergraduate,9.16,1,Semi-Urban,2-5 Lakh,Advanced,"Excel, Project Management",Education,Delhi
725,Student_725,21,Female,Diploma,6.32,1,Rural,<2 Lakh,Advanced,"Leadership, Agriculture",Government,Delhi
726,Student_726,23,Male,Diploma,9.38,2,Urban,2-5 Lakh,Intermediate,"Sales, Marketing, MS Office",Healthcare,Any
727,Student_727,19,Male,High School,8.13,1,Semi-Urban,<2 Lakh,Basic,"English, Teaching, Social Media",IT,Any
728,Student_728,22,Other,Diploma,7.86,1,Semi-Urban,2-5 Lakh,Advanced,"Communication, Python",Media,Delhi
729,Student_729,19,Female,Diploma,7.48,0,Urban,2-5 Lakh,Intermediate,"Biology, Problem Solving, Healthcare",Healthcare,Chennai
730,Student_730,19,Female,Undergraduate,6.9,1,Semi-Urban,2-5 Lakh,Basic,"Agriculture, Marketing, Customer Service",IT,Mumbai
731,Student_731,19,Male,Undergraduate,8.64,0,Urban,5-8 Lakh,Advanced,"Communication, Teaching, Chemistry",Marketing,Chennai
732,Student_732,23,Female,Undergraduate,7.37,0,Urban,5-8 Lakh,Intermediate,"Teaching, Field Work, Finance, Data Analysis",Finance,Rural
733,Student_733,22,Female,High School,4.84,0,Rural,5-8 Lakh,Intermediate,"Team Work, Research, Field Work, Healthcare",IT,Any
734,Student_734,21,Male,Postgraduate,5.86,0,Rural,<2 Lakh,Intermediate,"Data Analysis, Communication, Leadership",IT,Pune
735,Student_735,20,Male,Postgraduate,6.98,3,Rural,<2 Lakh,Basic,"Excel, Finance, Problem Solving, Field Work",Manufacturing,Bangalore
736,Student_736,23,Female,Undergraduate,7.57,0,Urban,2-5 Lakh,Basic,"Finance, Excel, Mathematics, Local Language",NGO,Pune
737,Student_737,20,Male,Postgraduate,7.13,1,Semi-Urban,>8 Lakh,Intermediate,"MS Office, Local Language, Sales, Field Work",Marketing,Bangalore
738,Student_738,23,Male,Undergraduate,8.66,2,Urban,5-8 Lakh,Basic,"Excel, Customer Service, Research",Environment,Any
739,Student_739,20,Male,Postgraduate,4.86,1,Urban,5-8 Lakh,Intermediate,"Research, Problem Solving",NGO,Rural
740,Student_740,20,Male,High School,7.37,0,Urban,2-5 Lakh,Intermediate,"Field Work, English, Problem Solving, Mathematics",Manufacturing,Hyderabad
741,Student_741,21,Female,Diploma,5.02,1,Rural,2-5 Lakh,Intermediate,"Sales, Agriculture, Social Media",Manufacturing,Bangalore
742,Student_742,20,Female,Diploma,8.11,1,Semi-Urban,2-5 Lakh,Intermediate,"Communication, Data Analysis, Mathematics, Leadership, Social Media",Manufacturing,Mumbai
743,Student_743,22,Female,Diploma,7.09,1,Rural,<2 Lakh,Intermediate,"Mathematics, Healthcare, Python, Sales",Healthcare,Delhi
744,Student_744,21,Male,High School,7.7,2,Semi-Urban,<2 Lakh,Intermediate,"Customer Service, Project Management, Sales",Environment,Rural
745,Student_745,19,Male,Undergraduate,6.16,3,Urban,>8 Lakh,Intermediate,"Finance, Mathematics, Customer Service",NGO,Chennai
746,Student_746,23,Male,Undergraduate,8.74,1,Rural,<2 Lakh,Basic,"Leadership, Team Work",NGO,Bangalore
747,Student_747,20,Male,Undergraduate,8.45,0,Rural,<2 Lakh,Basic,"Excel, Research, Marketing",Media,Chennai
748,Student_748,21,Male,High School,7.9,1,Rural,<2 Lakh,Basic,"Field Work, Biology, Healthcare",Education,Rural
749,Student_749,24,Female,Undergraduate,7.04,0,Urban,>8 Lakh,Basic,"Agriculture, Design, Chemistry",Marketing,Delhi
750,Student_750,21,Male,Undergraduate,7.9,2,Rural,2-5 Lakh,Basic,"Design, Project Management, Excel",Healthcare,Rural
751,Student_751,19,Female,Diploma,6.35,0,Rural,5-8 Lakh,Basic,"Leadership, MS Office",Marketing,Any
752,Student_752,24,Male,Undergraduate,8.23,0,Rural,>8 Lakh,Intermediate,"English, Excel, Finance, Local Language, Agriculture",Healthcare,Any
753,Student_753,21,Male,Diploma,9.18,2,Rural,2-5 Lakh,Advanced,"Sales, Leadership",NGO,Bangalore
754,Student_754,20,Male,Diploma,8.48,1,Urban,2-5 Lakh,Basic,"Chemistry, Customer Service, English, Project Management, Problem Solving",Finance,Mumbai
755,Student_755,19,Female,Postgraduate,6.32,0,Rural,<2 Lakh,Intermediate,"Chemistry, Leadership, Design, Agriculture, Java",Education,Bangalore
756,Student_756,22,Female,Diploma,7.63,1,Urban,<2 Lakh,Intermediate,"Communication, Agriculture, Leadership",NGO,Bangalore
757,Student_757,21,Female,Undergraduate,5.65,2,Semi-Urban,5-8 Lakh,Basic,"Research, Problem Solving, MS Office, Field Work",Agriculture,Mumbai
758,Student_758,21,Male,Postgraduate,7.89,0,Rural,5-8 Lakh,Advanced,"Social Media, Sales, Agriculture",Manufacturing,Pune
759,Student_759,23,Male,Undergraduate,7.74,2,Urban,2-5 Lakh,Intermediate,"Research, Excel, Teaching, Data Analysis",Media,Chennai
760,Student_760,22,Female,High School,4.96,0,Semi-Urban,2-5 Lakh,Basic,"English, Customer Service, Teaching",Environment,Rural
761,Student_761,19,Male,High School,5.81,2,Rural,2-5 Lakh,Intermediate,"Leadership, English, Research",Environment,Delhi
762,Student_762,20,Female,High School,6.86,2,Urban,<2 Lakh,Basic,"Team Work, Customer Service, Excel",Environment,Pune
763,Student_763,19,Male,Undergraduate,6.84,0,Rural,<2 Lakh,Intermediate,"Agriculture, English, Problem Solving",Environment,Rural
764,Student_764,22,Male,Undergraduate,5.75,1,Urban,<2 Lakh,Basic,"Project Management, Leadership, Problem Solving",Healthcare,Rural
765,Student_765,18,Male,High School,7.67,0,Semi-Urban,<2 Lakh,Intermediate,"Local Language, Team Work, Biology",Marketing,Any
766,Student_766,21,Male,Postgraduate,7.5,1,Semi-Urban,5-8 Lakh,Intermediate,"Team Work, MS Office, Project Management",Manufacturing,Rural
767,Student_767,22,Female,Undergraduate,6.97,1,Semi-Urban,<2 Lakh,Intermediate,"Java, Python",Finance,Any
768,Student_768,23,Male,Diploma,6.29,1,Rural,<2 Lakh,Basic,"Excel, Java",IT,Bangalore
769,Student_769,20,Male,Undergraduate,8.46,0,Rural,2-5 Lakh,Intermediate,"English, Chemistry, Project Management",Finance,Chennai
770,Student_770,23,Male,Undergraduate,9.19,0,Rural,5-8 Lakh,Intermediate,"Teaching, English",Healthcare,Delhi
771,Student_771,19,Male,High School,6.62,0,Urban,<2 Lakh,Intermediate,"Data Analysis, Chemistry",Manufacturing,Delhi
772,Student_772,23,Female,Diploma,6.47,0,Rural,<2 Lakh,Intermediate,"Project Management, Design, Team Work, English",Healthcare,Mumbai
773,Student_773,19,Female,Undergraduate,7.79,1,Rural,2-5 Lakh,Intermediate,"Python, Healthcare",Government,Delhi
774,Student_774,20,Female,Undergraduate,6.77,2,Urban,5-8 Lakh,Advanced,"English, Customer Service, Research, Healthcare",Media,Mumbai
775,Student_775,22,Female,Undergraduate,7.03,1,Urban,2-5 Lakh,Intermediate,"Social Media, Mathematics, Local Language",Media,Mumbai
776,Student_776,19,Male,Undergraduate,8.09,1,Semi-Urban,5-8 Lakh,Intermediate,"Marketing, Research, Finance, Excel, Field Work",IT,Delhi
777,Student_777,19,Female,High School,4.91,3,Semi-Urban,>8 Lakh,Intermediate,"Java, Problem Solving, Finance",Marketing,Any
778,Student_778,22,Male,Diploma,8.78,1,Urban,5-8 Lakh,Intermediate,"Design, Healthcare, Finance",Environment,Delhi
779,Student_779,22,Male,Undergraduate,7.29,2,Urban,2-5 Lakh,Basic,"Data Analysis, MS Office, Team Work",Environment,Rural
780,Student_780,21,Female,Diploma,6.71,1,Urban,2-5 Lakh,Intermediate,"Leadership, MS Office, Field Work",Education,Mumbai
781,Student_781,22,Male,High School,7.09,0,Semi-Urban,<2 Lakh,Intermediate,"MS Office, Biology, Sales",Healthcare,Any
782,Student_782,21,Female,Undergraduate,7.15,0,Urban,>8 Lakh,Basic,"Marketing, Leadership",IT,Any
783,Student_783,20,Male,Postgraduate,5.12,1,Rural,2-5 Lakh,Intermediate,"Chemistry, Sales, Agriculture, Customer Service, Communication",Education,Pune
784,Student_784,20,Female,Undergraduate,8.99,0,Urban,<2 Lakh,Intermediate,"MS Office, Social Media, Finance",IT,Pune
785,Student_785,19,Female,Postgraduate,7.25,0,Rural,5-8 Lakh,Basic,"Communication, Teaching, Finance",Education,Delhi
786,Student_786,24,Female,Diploma,7.73,1,Urban,<2 Lakh,Intermediate,"Social Media, Leadership, Communication, Java",Government,Any
787,Student_787,21,Female,Postgraduate,8.34,1,Rural,2-5 Lakh,Basic,"Research, Marketing, Team Work",Agriculture,Rural
788,Student_788,20,Female,Diploma,5.97,1,Urban,2-5 Lakh,Basic,"Design, Social Media, Problem Solving, MS Office",NGO,Any
789,Student_789,21,Male,Postgraduate,7.77,0,Rural,2-5 Lakh,Intermediate,"Project Management, Biology, MS Office",NGO,Pune
790,Student_790,24,Male,Postgraduate,6.88,0,Urban,5-8 Lakh,Basic,"Data Analysis, Chemistry, Problem Solving, Healthcare",Marketing,Bangalore
791,Student_791,19,Male,Undergraduate,8.22,1,Rural,<2 Lakh,Basic,"Agriculture, Finance",Education,Any
792,Student_792,21,Female,Postgraduate,4.65,3,Semi-Urban,2-5 Lakh,Advanced,"Healthcare, Research, Python, Excel",Agriculture,Mumbai
793,Student_793,21,Male,Undergraduate,7.08,1,Urban,2-5 Lakh,Basic,"Marketing, Agriculture, Finance, Social Media",Education,Hyderabad
794,Student_794,21,Female,Diploma,6.48,2,Semi-Urban,5-8 Lakh,Advanced,"Data Analysis, Project Management",Marketing,Delhi
795,Student_795,18,Male,Undergraduate,7.72,2,Rural,5-8 Lakh,Advanced,"Sales, Java",Healthcare,Any
796,Student_796,23,Male,Undergraduate,7.76,1,Urban,2-5 Lakh,Basic,"Java, Research, Healthcare",IT,Delhi
797,Student_797,24,Female,High School,6.35,0,Urban,2-5 Lakh,Basic,"Team Work, English, Local Language, Healthcare, Research",Agriculture,Mumbai
798,Student_798,21,Male,Undergraduate,6.35,1,Urban,<2 Lakh,Intermediate,"Customer Service, Python, Communication",Manufacturing,Hyderabad
799,Student_799,22,Male,Postgraduate,7.07,1,Rural,>8 Lakh,Intermediate,"Design, Leadership, Teaching",Marketing,Rural
800,Student_800,24,Male,Diploma,6.12,1,Rural,2-5 Lakh,Basic,"Biology, Sales",NGO,Pune
801,Student_801,22,Female,Undergraduate,8.21,1,Urban,5-8 Lakh,Intermediate,"Chemistry, Marketing, Sales",Healthcare,Mumbai
802,Student_802,19,Female,Postgraduate,6.76,1,Rural,<2 Lakh,Basic,"Java, Marketing, Project Management",Marketing,Delhi
803,Student_803,21,Male,Postgraduate,4.0,0,Semi-Urban,<2 Lakh,Advanced,"Customer Service, Data Analysis, Sales, Research, Excel",Media,Rural
804,Student_804,21,Male,Postgraduate,6.75,1,Semi-Urban,2-5 Lakh,Basic,"Marketing, Agriculture, Finance",Environment,Any
805,Student_805,20,Male,Undergraduate,5.95,0,Rural,5-8 Lakh,Basic,"Chemistry, Customer Service, Teaching, Team Work",Healthcare,Rural
806,Student_806,22,Female,Postgraduate,5.24,2,Semi-Urban,2-5 Lakh,Basic,"Local Language, Team Work, Communication",Government,Chennai
807,Student_807,24,Female,Undergraduate,5.72,0,Rural,>8 Lakh,Advanced,"Leadership, Communication",Government,Any
808,Student_808,24,Male,Diploma,7.33,0,Urban,2-5 Lakh,Intermediate,"Marketing, Sales, Mathematics",NGO,Bangalore
809,Student_809,21,Male,Undergraduate,8.79,1,Semi-Urban,2-5 Lakh,Intermediate,"MS Office, Customer Service, Sales",Agriculture,Hyderabad
810,Student_810,19,Male,Undergraduate,7.58,1,Rural,<2 Lakh,Basic,"Chemistry, Leadership, Data Analysis, Team Work, Agriculture",IT,Chennai
811,Student_811,25,Female,Diploma,6.47,1,Rural,5-8 Lakh,Basic,"Marketing, Agriculture, Java, Leadership, Field Work",Government,Chennai
812,Student_812,23,Female,Undergraduate,7.75,0,Rural,<2 Lakh,Basic,"MS Office, Mathematics",Media,Rural
813,Student_813,19,Male,Undergraduate,6.65,1,Semi-Urban,5-8 Lakh,Intermediate,"Healthcare, Agriculture",Education,Hyderabad
814,Student_814,24,Male,Diploma,6.37,0,Semi-Urban,>8 Lakh,Intermediate,"Finance, Leadership",Agriculture,Bangalore
815,Student_815,23,Male,Undergraduate,5.81,2,Urban,>8 Lakh,Intermediate,"Team Work, Agriculture, Leadership, MS Office, Problem Solving",Education,Mumbai
816,Student_816,21,Female,Undergraduate,5.1,2,Urban,2-5 Lakh,Basic,"Marketing, Team Work, Biology, Research, Project Management",Marketing,Delhi
817,Student_817,21,Male,Undergraduate,6.73,1,Rural,5-8 Lakh,Advanced,"MS Office, Agriculture, Customer Service, Healthcare",Healthcare,Hyderabad
